Security Start Date,Company Name,Country of Incorporation,LSE Market,FCA Listing Category,ISIN,Security Name,TIDM,Mkt Cap £m,Shares in Issue,Industry,Supersector,Sector,Subsector,Group,MarketSegmentCode,MarketSectorCode,Trading Currency,,,,,,,,,,,,,,,,,,
12-May-14,LIMITLESS EARTH PLC                ,GB,AIM,,GB00BKXP5L71,ORD GBP0.01                             ,LME  ,2.20725,"65,400,000.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
22-Jan-01,LINDSELL TRAIN INVESTMENT TST(THE) ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0031977944,ORD GBP0.75                             ,LTI ,159,"200,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC5,GBP,,,,,,,,,,,,,,,,,,
21-Jul-99,LIONTRUST ASSET MANAGEMENT         ,GB,UK Main Market,Premium Equity Commercial Companies,GB0007388407,ORD GBP0.01                             ,LIO ,160.652135925,"48,171,555.00",Financials,Financial Services,Financial Services,Asset Managers,8771,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
27-Sep-96,LITE-ON TECHNOLOGY CORP            ,TW,PSM,Standard GDRs,US5367593010,GDR EACH REPR 10 ORD 'REG S'            ,LTTD,34.1561996999999,"4,900,000.00",Technology,Technology,Technology Hardware & Equipment,Computer Hardware,9572,IOBU,IPLN,USD,,,,,,,,,,,,,,,,,,
27-Sep-96,LITE-ON TECHNOLOGY CORP            ,TW,PSM,Standard GDRs,US5367594000,GDR REPR 10 ORD '144A'                  ,LTTG,34.1561996999999,0.00,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,9572,MISC,INPD,USD,,,,,,,,,,,,,,,,,,
19-Oct-15,LIVANOVA PLC                       ,GB,UK Main Market,Standard Shares,GB00BYMT0J19,ORD GBP1 (DI)                           ,LIVN,0,0.00,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment,4535,SSMU,SMEW,USD,,,,,,,,,,,,,,,,,,
15-Jun-05,LIVERMORE INVESTMENTS GROUP LTD    ,VG,AIM,,VGG550931015,ORD NPV                                 ,LIV  ,52.43489478,"194,203,314.00",Financials,Financial Services,Financial Services,Specialty Finance,8775,AMSM,AM25,GBX,,,,,,,,,,,,,,,,,,
13-Oct-05,LLOYD ELECTRIC & ENGINEERING       ,IN,PSM,Standard GDRs,US5393731006,GDR EACH REPR 2 ORD INR10               ,LLD ,0,"4,600,000.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,IOBU,IPLN,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,GB00B3KSB568,6.475% NON-CUM IRRD PREF SHS            ,LLPE,43017.9265511925,"186,190,532.00",Financials,Banks,Banks,Banks,8355,SSX3,SQSL,GBX,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,US539439AC38,ADR REPR 6.413% NON CUM PRF 144A        ,LLD2,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,ADPL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,GB00B3KSB238,9.75% NON-CUM IRRD PREF SHS GBP0.25     ,LLPD,43017.9265511925,"99,999,942.00",Financials,Banks,Banks,Banks,8355,SSX3,SQSL,GBX,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,US539439AE93,ADR REPR  6.657% NON CUM PRF REG'S      ,LLD5,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,ADPL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,XS0408826427,6.3673% NON-CUM FXD/FLTG RT PREF SHS    ,LLPG,43017.9265511925,"344,951,000.00",Financials,Banks,Banks,Banks,8355,STBS,SBDU,GBX,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,USG5533WAA56,ADR REPR  6.413% NON CUM PRF REG'S      ,LLD1,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,ADPL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,US539439AB54,ADS EACH REPR 1 FX/FR N.CUM PREF 'REGS' ,LLD7,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,ADPL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,GB00B3KSBK12,6.657% NON-CUM FXD/FLTG RT PREF SHS     ,LLPJ,43017.9265511925,"750,000,000.00",Financials,Banks,Banks,Banks,8355,MISL,STBL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,GB00B3KSBH82,6.413% NON-CUM FXD/FLTG RT PREF SHS     ,LLPH,43017.9265511925,"750,000,000.00",Financials,Banks,Banks,Banks,8355,MISL,STBL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,GB00B3KS9W93,9.25% NON-CUM IRRD PREF SHS GBP0.25     ,LLPC,43017.9265511925,"299,987,729.00",Financials,Banks,Banks,Banks,8355,SSX3,SQSL,GBX,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,XS0460002693,FXD/FLTG NON-CUM CALL PREF SHS USD0.25  ,LLPK,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,STBL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Standard Debt,US539439AF68,ADR REPR 6.657% NON CUM PRF 144A        ,LLD6,43017.9265511925,0.00,Financials,Banks,Banks,Banks,8355,MISL,ADPL,USD,,,,,,,,,,,,,,,,,,
8-Oct-86,LLOYDS BANKING GROUP PLC           ,GB,UK Main Market,Premium Equity Commercial Companies,GB0008706128,ORD GBP0.10                             ,LLOY,43017.9265511925,"72,481,763,355.00",Financials,Banks,Banks,Banks,8355,SET0,FE00,GBX,,,,,,,,,,,,,,,,,,
30-Jun-09,LMS CAPITAL PLC                    ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B12MHD28,ORD GBP0.10                             ,LMS ,135.5191663925,"224,928,077.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SET3,ON15,GBX,,,,,,,,,,,,,,,,,,
2-May-07,LOCAL SHOPPING REIT PLC(THE)       ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B1VS7G47,ORD GBP0.20                             ,LSR ,23.514168105,"82,505,853.00",Financials,Real Estate,Real Estate Investment Trusts,Retail REITs,8672,SET3,ON15,GBX,,,,,,,,,,,,,,,,,,
28-Jun-00,LOK'N STORE GROUP                  ,GB,AIM,,GB0007276115,ORD GBP0.01                             ,LOK  ,90.95392112,"25,194,992.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
30-Sep-04,LOMBARD RISK MANAGEMENT            ,GB,AIM,,GB00B030JP46,ORD GBP0.005                            ,LRM  ,30.9902288,"399,873,920.00",Technology,Technology,Software & Computer Services,Software,9537,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
29-Nov-44,LONDON & ASSOCIATED PROPERTIES     ,GB,UK Main Market,Standard Shares,GB0005234223,ORD GBP0.10                             ,LAS ,19.53114018,"84,004,904.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,SSX3,SQSL,GBX,,,,,,,,,,,,,,,,,,
9-Feb-59,LONDON & ST LAWRENCE INVESTMENT    ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0005310056,ORD GBP0.05                             ,LSLI,99.72911208,"28,948,944.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
9-Feb-59,LONDON & ST LAWRENCE INVESTMENT    ,GB,UK Main Market,Standard Shares,GB0005310270,5% CUM PRF GBP1                         ,04HK,99.72911208,0.00,Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,MISL,STBL,GBX,,,,,,,,,,,,,,,,,,
22-Dec-05,LONDON CAPITAL GROUP HLDGS PLC     ,GB,AIM,,GB00B0RHGY93,ORD GBP0.05                             ,LCG  ,18.664591935,"452,474,956.00",Financials,Financial Services,Financial Services,Investment Services,8777,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
13-Nov-46,LONDON FINANCE & INVESTMENT GROUP  ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0002994001,ORD GBP0.05                             ,LFI ,12.636,"31,200,000.00",Financials,Financial Services,Financial Services,Asset Managers,8771,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
30-Dec-99,LONDON SECURITY PLC                ,GB,AIM,,GB0005314363,ORD GBP0.01                             ,LSC  ,239.0988015,"12,261,477.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
20-Jul-01,LONDON STOCK EXCHANGE GROUP        ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B0SWJX34,ORD GBP0.06918604                       ,LSE ,9608.09916905,"348,751,331.00",Financials,Financial Services,Financial Services,Investment Services,8777,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
1-Oct-10,LONDONMETRIC PROPERTY PLC          ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B4WFW713,ORD GBP0.10                             ,LMP ,1183.809331203,"721,395,083.00",Financials,Real Estate,Real Estate Investment Trusts,Diversified REITs,8674,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
22-Sep-61,LONMIN                             ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BYSRJ698,ORD USD0.0001                           ,LMI ,542.892459725,"282,022,057.00",Basic Materials,Basic Resources,Mining,Platinum & Precious Metals,1779,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
21-Jun-73,LOOKERS                            ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B17MMZ46,ORD GBP0.05                             ,LOOK,529.710653745,"388,066,413.00",Consumer Services,Retail,General Retailers,Specialty Retailers,5379,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
24-Aug-16,LOOPUP GROUP PLC                   ,GB,AIM,,GB00BYQP6S60,ORD GBP0.005                            ,LOOP ,47.71748592,"40,784,176.00",Technology,Technology,Software & Computer Services,Software,9537,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
8-Feb-06,LOTTE SHOPPING CO LTD              ,KR,International Main Market,Standard GDRs,US54569T1060,GDR EACH REPR 1/20 KRW5000'144A'/REG'S' ,LOTS,936.124435502589,"137,142,860.00",Consumer Services,Retail,General Retailers,Broadline Retailers,5373,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
18-Sep-47,LOW & BONAR PLC                    ,GB,UK Main Market,Standard Shares,GB0005363451,6% 2ND CUM PRF STK GBP1                 ,BD70,190.6321946,"100,000.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,SSX4,SXSN,GBX,,,,,,,,,,,,,,,,,,
18-Sep-47,LOW & BONAR PLC                    ,GB,UK Main Market,Standard Shares,GB0005363238,6% 1ST CUM PRF STK GBP1                 ,BD46,190.6321946,"100,000.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,SSX4,SXSN,GBX,,,,,,,,,,,,,,,,,,
18-Sep-47,LOW & BONAR PLC                    ,GB,UK Main Market,Standard Shares,GB0005363675,5.5% 3RD CUM PRF STK GBP1               ,BD90,190.6321946,"200,000.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,SSX4,SXSN,GBX,,,,,,,,,,,,,,,,,,
18-Sep-47,LOW & BONAR PLC                    ,GB,UK Main Market,Premium Equity Commercial Companies,GB0005363014,ORD GBP0.05                             ,LWB ,190.6321946,"317,511,991.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
5-Apr-66,LOWLAND INVESTMENT CO              ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0005368062,ORD GBP0.25                             ,LWI ,348.28247025,"27,061,575.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
7-May-02,LPA GROUP                          ,GB,AIM,,GB0007320806,ORD GBP0.10                             ,LPA  ,14.164576365,"11,953,229.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
21-Nov-06,LSL PROPERTY SERVICES PLC          ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B1G5HX72,ORD GBP0.002                            ,LSL ,234.3576375,"104,158,950.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Services,8637,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
16-Nov-07,LSR GROUP PJSC                     ,RU,International Main Market,Standard GDRs,US50218G1076,GDR EACH REPR 0.20 ORD '144A'           ,54UD,1153.81003235211,0.00,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2357,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
16-Nov-07,LSR GROUP PJSC                     ,RU,International Main Market,Standard GDRs,US50218G2066,GDR EACH REPR 0.20 ORD 'REGS'           ,LSRG,1153.81003235211,"515,151,075.00",Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2357,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
14-May-08,LUCKY CEMENT LTD                   ,PK,PSM,Standard GDRs,US5495202039,GDR EACH REPR 4 ORD 'REGS'              ,LKCS,218.832794999999,"15,000,000.00",Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,IOBU,IPLN,USD,,,,,,,,,,,,,,,,,,
14-May-08,LUCKY CEMENT LTD                   ,PK,PSM,Standard GDRs,US5495201049,GDR EACH REPR 4 ORD '144A'              ,LKCA,218.832794999999,0.00,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2353,MISC,INPD,USD,,,,,,,,,,,,,,,,,,
2-Aug-07,LUDGATE ENVIRONMENTAL FUND LTD     ,JE,AIM,,JE00B1YW3102,ORD NPV                                 ,LEF  ,13.53742159,"55,254,782.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
7-May-97,LUKOIL PJSC                        ,RU,International Main Market,Standard GDRs,US69343P2048,GDR EACH REPR 1 ORD RUB0.025 SPON 144A  ,LKOE,58934.5838413799,"3,450,000.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
7-May-97,LUKOIL PJSC                        ,RU,International Main Market,Standard GDRs,US69343P1057,ADR EACH REPR 1 ORD RUB0.025 SPON       ,LKOD,58934.5838413799,"850,563,000.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
7-May-97,LUKOIL PJSC                        ,RU,International Main Market,Standard Shares,RU0009024277,RUB0.025                                ,LKOH,58934.5838413799,"850,563,255.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,SSX4,SXSN,USD,,,,,,,,,,,,,,,,,,
23-Oct-09,LXB RETAIL PROPERTIES PLC          ,JE,AIM,,JE00B4MFKH73,ORD NPV                                 ,LXB  ,124.409578385,"183,630,374.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,AMSM,ASM6,GBX,,,,,,,,,,,,,,,,,,
19-Dec-14,M J GLEESON PLC                    ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BRKD9Z53,ORD GBP0.02                             ,GLE ,315.251883375,"54,120,495.00",Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction,3728,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
12-Nov-09,M WINKWORTH PLC                    ,GB,AIM,,GB00B4TT7L53,ORD GBP0.005                            ,WINK ,13.75542108,"12,736,501.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Services,8637,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
14-Jul-04,M&C SAATCHI                        ,GB,AIM,,GB00B01F7T14,ORD GBP0.01                             ,SAA  ,271.6852674025,"78,806,459.00",Consumer Services,Media,Media,Media Agencies,5555,AMSM,AS50,GBX,,,,,,,,,,,,,,,,,,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,GB,UK Main Market,,GB0005532923,INC & GW UTS(COMPR 1 INC & 1CAP SH)     ,MGHU,689.0881487725,"63,743,431.00",Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0005532709,CAP SHS GBP0.01                         ,MGHC,689.0881487725,"250,503,500.00",Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0005532816,INC SHS GBP0.01                         ,MGHI,689.0881487725,"250,503,500.00",Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,GB,UK Main Market,Standard Shares,GB0005533228,ZERO DIV PRF SHS GBP0.01                ,MGHZ,689.0881487725,"250,503,505.00",Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,SSQ3,SQS3,GBX,,,,,,,,,,,,,,,,,,
17-Mar-97,M&G HIGH INCOME INVESTMENT TRUST   ,GB,UK Main Market,,GB0005533004,PACK UTS(COMPR 1'0'DIV PF 1INC&1CAP SH) ,MGHP,689.0881487725,"146,076,174.00",Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
28-Oct-02,M.P.EVANS GROUP                    ,GB,AIM,,GB0007538100,GBP0.10                                 ,MPE  ,244.737888615,"54,935,553.00",Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,3573,AMSM,AS50,GBX,,,,,,,,,,,,,,,,,,
30-Jun-10,MACAU PROPERTY OPPORTUNITIES FUND  ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B1436N68,ORD USD0.01                             ,MPO ,106.154552335,"88,278,214.00",Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,8633,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
20-Jun-73,MACFARLANE GROUP                   ,GB,UK Main Market,Premium Equity Commercial Companies,GB0005518872,ORD GBP0.25                             ,MACF,83.16465317,"136,335,497.00",Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2723,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
22-Apr-08,MAGNIT PJSC                        ,RU,International Main Market,Standard GDRs,US55953Q1031,GDR EACH REPR 0.20 ORD '144A'           ,50XD,13366.8056502559,0.00,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,5337,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
22-Apr-08,MAGNIT PJSC                        ,RU,International Main Market,Standard GDRs,US55953Q2021,GDR 5 REPR 1 ORD REGS                   ,MGNT,13366.8056502559,"444,875,365.00",Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,5337,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
30-Apr-07,MAGNITOGORSK IRON & STEEL WORKS    ,RU,International Main Market,Standard GDRs,US5591891057,GDR EACH REPR 13 ORD '144A'             ,42CL,4046.86750220706,0.00,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel,1757,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
30-Apr-07,MAGNITOGORSK IRON & STEEL WORKS    ,RU,International Main Market,Standard GDRs,US5591892048,GDR EACH REPR 13 ORD 'REGS'             ,MMK ,4046.86750220706,"859,563,846.00",Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel,1757,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
25-Nov-11,MAGNOLIA PETROLEUM PLC             ,GB,AIM,,GB00B1G3RY22,ORD GBP0.001                            ,MAGP ,1.5556599905,"1,414,236,355.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,533,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
27-Sep-04,MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR,HU,Trading Only,,US6084642023,ADR EACH REP 0.50 ORD SHS(REG'S')       ,MOLD,0,0.00,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,IOBU,INLN,USD,,,,,,,,,,,,,,,,,,
27-Sep-04,MAGYAR TELEKOM TELECOMMUNICATIONS  ,HU,Trading Only,,US5597761098,ADR EACH REPR 5 SHS HUF100              ,MAVD,0,0.00,,,,,0,IOBU,INLU,USD,,,,,,,,,,,,,,,,,,
27-Sep-04,MAHINDRA & MAHINDRA                ,IN,Trading Only,,USY541641194,GDR EACH REPR 1 ORD INR10 REG'S'        ,MHID,0,"18,032,803.00",Industrials,Industrial Goods & Services,Industrial Engineering,Commercial Vehicles & Trucks,2753,IOBE,INHE,USD,,,,,,,,,,,,,,,,,,
11-Nov-10,MAIL.RU GROUP LTD                  ,VG,International Main Market,Standard GDRs,US5603171092,GDR EACH REPR 1 SHARE 144A (SPONS)WI    ,61HE,2669.55362871522,0.00,Technology,Technology,Software & Computer Services,Internet,9535,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
11-Nov-10,MAIL.RU GROUP LTD                  ,VG,International Main Market,Standard GDRs,US5603172082,GDR EACH REPR 1 SHARE REG S (SPONS)WI   ,MAIL,2669.55362871522,"208,582,082.00",Technology,Technology,Software & Computer Services,Internet,9535,IOBE,LLHE,USD,,,,,,,,,,,,,,,,,,
28-Apr-16,MAINTEL HLDGS                      ,GB,AIM,,GB00B046YG73,ORD GBP0.01                             ,MAI  ,138.42132525,"14,197,059.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
5-Mar-41,MAJEDIE INVESTMENTS                ,GB,UK Main Market,Standard Debt,GB0005583389,9.5% DEB STK 2020                       ,86HK,133.126196775,0.00,Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,STBS,SBDL,GBP,,,,,,,,,,,,,,,,,,
5-Mar-41,MAJEDIE INVESTMENTS                ,GB,UK Main Market,Standard Debt,GB0006733058,7.25% DEB  STK 2025                     ,BD22,133.126196775,"25,000,000.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,STBS,SBDL,GBP,,,,,,,,,,,,,,,,,,
5-Mar-41,MAJEDIE INVESTMENTS                ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0005555221,ORD GBP0.10                             ,MAJE,133.126196775,"52,515,265.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
11-Nov-96,MAJESTIC WINE PLC                  ,GB,AIM,,GB00B021F836,ORD GBP0.075                            ,WINE ,295.34602768,"69,657,082.00",Consumer Services,Retail,General Retailers,Specialty Retailers,5379,AMSM,AS50,GBX,,,,,,,,,,,,,,,,,,
17-Dec-12,MAN GROUP PLC                      ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B83VD954,ORD USD0.03428571                       ,EMG ,1980.28573,"1,821,790,000.00",Financials,Financial Services,Financial Services,Asset Managers,8771,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
1-Dec-87,MANAGEMENT CONSULTING GROUP        ,GB,UK Main Market,Premium Equity Commercial Companies,GB0001979029,ORD GBP0.01                             ,MMC ,83.3532258325,"497,631,199.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,SET3,ON10,GBX,,,,,,,,,,,,,,,,,,
1-Feb-16,MANAGEMENT RESOURCE SOLUTIONS PLC  ,GB,AIM,,GB00B8BL4R23,ORD EUR0.01                             ,MRS  ,3.99807023,"36,346,093.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
8-Dec-97,MANCHESTER & LONDON INV TRUST PLC  ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB0002258472,ORD GBP0.25                             ,MNL ,62.33728553,"21,607,378.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SET3,ON15,GBX,,,,,,,,,,,,,,,,,,
1-Nov-99,MANCHESTER BUILDING SOCIETY        ,GB,UK Main Market,Standard Debt,GB0008775057,8% PERM INTEREST BEARING SHS            ,MBSR,0,"5,000,000.00",,,,,7,STBS,SBDU,GBP,,,,,,,,,,,,,,,,,,
1-Nov-99,MANCHESTER BUILDING SOCIETY        ,GB,UK Main Market,Standard Debt,GB00B0712W15,6.75% PERM INTEREST BEARING SHS GBP1000 ,MBSP,0,"10,000,000.00",,,,,7,STBS,SBDU,GBP,,,,,,,,,,,,,,,,,,
22-Jan-90,MANDARIN ORIENTAL INTERNATIONAL    ,BM,International Main Market,Standard Shares,BMG578481068,ORD USD0.05                             ,MDO ,0.505848479999998,"964,524,103.00",Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,5753,SSX4,SXSN,USD,,,,,,,,,,,,,,,,,,
22-Jan-90,MANDARIN ORIENTAL INTERNATIONAL    ,BM,International Main Market,Standard Shares,BMG578481068,ORD USD0.05                             ,MDOB,0.505848479999998,"400,000.00",Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,5753,SSX4,SXSN,USD,,,,,,,,,,,,,,,,,,
22-Jan-90,MANDARIN ORIENTAL INTERNATIONAL    ,BM,International Main Market,Standard Shares,BMG578481068,ORD USD0.05                             ,MDOJ,0.505848479999998,0.00,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,5753,SSX4,SXSN,USD,,,,,,,,,,,,,,,,,,
2-Jun-95,MANDO MACHINERY CORP               ,KR,International Main Market,Standard GDRs,USY576241019,GDR EACH REP 1/2 ORD                    ,MNMD,0,"806,234.00",Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,IOBU,LLLN,USD,,,,,,,,,,,,,,,,,,
2-Jun-95,MANDO MACHINERY CORP               ,KR,International Main Market,Standard GDRs,US5626651096,GDR EACH REPR 1/2 SHARE(144A)           ,05IS,0,0.00,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,537,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
